Parent Term	Parent Term Accession	Start Stage of Parent Term	End Stage of Parent Term	Child Term	Child term Accession	End Stage of Child Term	Start Stage of Child Term
cranial nerve	EMAPA:17264	TS17	TS28	abducent VI nerve	EMAPA:18216	TS28	TS22
cranial nerve	EMAPA:17264	TS17	TS28	hypoglossal XII nerve	EMAPA:17269	TS28	TS19
cranial nerve	EMAPA:17264	TS17	TS28	trigeminal V nerve	EMAPA:17576	TS28	TS20
cranial nerve	EMAPA:17264	TS17	TS28	oculomotor III nerve	EMAPA:17574	TS28	TS20
cranial nerve	EMAPA:17264	TS17	TS28	accessory XI nerve	EMAPA:17265	TS28	TS18
cranial nerve	EMAPA:17264	TS17	TS28	facial VII nerve	EMAPA:17796	TS28	TS20
cranial nerve	EMAPA:17264	TS17	TS28	optic II nerve	EMAPA:17575	TS28	TS20
cranial nerve	EMAPA:17264	TS17	TS28	trochlear IV nerve	EMAPA:18218	TS28	TS22
cranial nerve	EMAPA:17264	TS17	TS28	glossopharyngeal IX nerve	EMAPA:17268	TS28	TS19
cranial nerve	EMAPA:17264	TS17	TS28	vestibulocochlear VIII nerve	EMAPA:17801	TS28	TS21
cranial nerve	EMAPA:17264	TS17	TS28	olfactory I nerve	EMAPA:17797	TS28	TS21
cranial preganglion	EMAPA:36064	TS15	TS15	glossopharyngeal-vagus IX-X preganglion complex	EMAPA:16662	TS15	TS15
cranial preganglion	EMAPA:36064	TS15	TS15	vagus X preganglion	EMAPA:16664	TS15	TS15
cranial preganglion	EMAPA:36064	TS15	TS15	glossopharyngeal IX preganglion	EMAPA:16661	TS15	TS15
cranial preganglion	EMAPA:36064	TS15	TS15	trigeminal V preganglion	EMAPA:16663	TS15	TS15
cranial preganglion	EMAPA:36064	TS15	TS15	facio-acoustic VII-VIII preganglion complex	EMAPA:16660	TS15	TS15
cranial suture	EMAPA:35263	TS27	TS28	frontonasal suture	EMAPA:35359	TS28	TS27
cranial suture	EMAPA:35263	TS27	TS28	frontal suture	EMAPA:35358	TS28	TS27
cranium	EMAPA:17680	TS20	TS28	cranium bone primordium	EMAPA:36062	TS23	TS21
cranium	EMAPA:17680	TS20	TS28	vault of skull	EMAPA:18016	TS28	TS21
cranium	EMAPA:17680	TS20	TS28	chondrocranium	EMAPA:17681	TS28	TS20
cranium	EMAPA:17680	TS20	TS28	temporal bone	EMAPA:17682	TS28	TS20
cranium	EMAPA:17680	TS20	TS28	viscerocranium	EMAPA:18022	TS28	TS21
crus commune	EMAPA:17818	TS21	TS28	crus commune epithelium	EMAPA:17820	TS26	TS21
crus commune	EMAPA:17818	TS21	TS28	crus commune mesenchyme	EMAPA:17819	TS26	TS21
crus of clitoris	EMAPA:30821	TS28	TS28	epithelial layer of crus of clitoris	EMAPA:30825	TS28	TS28
crus of clitoris	EMAPA:19169	TS25	TS27	surface epithelium of crus of clitoris	EMAPA:30730	TS27	TS25
crus of clitoris	EMAPA:30821	TS28	TS28	mesenchymal layer of crus of clitoris	EMAPA:30827	TS28	TS28
crus of clitoris	EMAPA:30821	TS28	TS28	os clitoris	EMAPA:30823	TS28	TS28
crus of clitoris	EMAPA:19169	TS25	TS27	mesenchyme of crus of clitoris	EMAPA:30725	TS27	TS25
crus penis	EMAPA:19294	TS25	TS28	corpus spongiosum	EMAPA:29850	TS28	TS28
crus penis	EMAPA:19294	TS25	TS28	rest of crus penis	EMAPA:29854	TS28	TS28
crus penis	EMAPA:19294	TS25	TS28	mesenchyme of crus penis	EMAPA:30664	TS27	TS25
crus penis	EMAPA:19294	TS25	TS28	epithelial layer of crus penis	EMAPA:29852	TS28	TS28
crus penis	EMAPA:19294	TS25	TS28	os penis	EMAPA:29769	TS28	TS28
crus penis	EMAPA:19294	TS25	TS28	surface epithelium of crus penis	EMAPA:30668	TS27	TS25
decidua	EMAPA:35269	TS28	TS28	decidua basalis	EMAPA:35270	TS28	TS28
decidua	EMAPA:35269	TS28	TS28	decidua capsularis	EMAPA:35271	TS28	TS28
degenerating paramesonephric duct of male	EMAPA:35273	TS22	TS23	epithelium of degenerating paramesonephric duct of male	EMAPA:35318	TS23	TS22
degenerating paramesonephric duct of male	EMAPA:35273	TS22	TS23	mesenchyme of degenerating paramesonephric duct of male	EMAPA:35558	TS23	TS22
degenerating rest of paramesonephric duct of male	EMAPA:29196	TS22	TS23	epithelium of degenerating rest of paramesonephric duct of male	EMAPA:29199	TS23	TS22
degenerating rest of paramesonephric duct of male	EMAPA:29196	TS22	TS23	mesenchyme of degenerating rest of paramesonephric duct of male	EMAPA:29202	TS23	TS22
dentate gyrus	EMAPA:19037	TS25	TS28	dentate gyrus hilus	EMAPA:35277	TS28	TS27
dentate gyrus	EMAPA:19037	TS25	TS28	dentate gyrus layer	EMAPA:35278	TS28	TS27
dentate gyrus	EMAPA:19037	TS25	TS28	dentate gyrus subgranular zone	EMAPA:35831	TS28	TS27
dentate gyrus layer	EMAPA:35278	TS27	TS28	dentate gyrus molecular layer	EMAPA:35279	TS28	TS27
dentate gyrus layer	EMAPA:35278	TS27	TS28	dentate gyrus polymorphic layer	EMAPA:35280	TS28	TS27
dentate gyrus layer	EMAPA:35278	TS27	TS28	dentate gyrus granule cell layer	EMAPA:35276	TS28	TS27
dermal layer of scrotum	EMAPA:29739	TS28	TS28	dermal layer of scrotum sweat gland	EMAPA:29743	TS28	TS28
dermal layer of scrotum	EMAPA:29739	TS28	TS28	dermal layer of scrotum hair follicle	EMAPA:29741	TS28	TS28
dermis	EMAPA:17527	TS20	TS28	limb dermis	EMAPA:32727	TS26	TS22
dermis	EMAPA:17527	TS20	TS28	dermis reticular layer	EMAPA:35283	TS28	TS27
dermis	EMAPA:17527	TS20	TS28	physiological umbilical hernia dermis	EMAPA:18405	TS24	TS20
dermis	EMAPA:17527	TS20	TS28	dermis papillary layer	EMAPA:35282	TS28	TS27
dermomyotome	EMAPA:31109	TS14	TS22	myotome	EMAPA:32841	TS22	TS14
dermomyotome	EMAPA:31109	TS14	TS22	dermatome	EMAPA:32838	TS22	TS14
descending aorta	EMAPA:18606	TS23	TS28	abdominal aorta	EMAPA:17856	TS28	TS21
descending aorta	EMAPA:18606	TS23	TS28	descending thoracic aorta	EMAPA:18605	TS28	TS23
detrusor muscle of bladder	EMAPA:28637	TS22	TS28	detrusor muscle of fundus	EMAPA:28643	TS28	TS22
detrusor muscle of bladder	EMAPA:28637	TS22	TS28	detrusor muscle of neck	EMAPA:30123	TS28	TS22
detrusor muscle of bladder	EMAPA:28637	TS22	TS28	detrusor muscle of trigone	EMAPA:28649	TS28	TS22
developing capillary loop stage nephron group	EMAPA:28506	TS22	TS28	capillary loop renal corpuscle	EMAPA:27907	TS28	TS22
developing capillary loop stage nephron group	EMAPA:28506	TS22	TS28	cortical renal tubule	EMAPA:18976	TS28	TS22
developing vasculature of cortex	EMAPA:28029	TS22	TS22	developing venous vasculature of cortex	EMAPA:28037	TS22	TS22
developing vasculature of cortex	EMAPA:28029	TS22	TS22	developing arterial vasculature of cortex	EMAPA:28035	TS22	TS22
developing vasculature of cortex	EMAPA:28029	TS22	TS22	developing capillary of cortex	EMAPA:28039	TS22	TS22
developing vasculature of medulla	EMAPA:28069	TS22	TS22	developing arterial vasculature of medulla	EMAPA:28071	TS22	TS22
developing vasculature of medulla	EMAPA:28069	TS22	TS22	developing capillary of medulla	EMAPA:28075	TS22	TS22
developing vasculature of medulla	EMAPA:28069	TS22	TS22	developing venous vasculature of medulla	EMAPA:28073	TS22	TS22
developing vasculature of reproductive system group	EMAPA:31564	TS20	TS28	developing vasculature of ovary	EMAPA:28888	TS28	TS20
developing vasculature of reproductive system group	EMAPA:31564	TS20	TS28	developing vasculature of the testis	EMAPA:29114	TS27	TS20
developing vasculature of reproductive system group	EMAPA:31564	TS20	TS28	developing vasculature of female genital tubercle	EMAPA:31503	TS23	TS20
developing vasculature of reproductive system group	EMAPA:31564	TS20	TS28	developing vasculature of male genital tubercle	EMAPA:31510	TS23	TS20
developing vasculature of reproductive system group	EMAPA:31564	TS20	TS28	developing vasculature of male mesonephros	EMAPA:31537	TS23	TS20
developing vasculature of reproductive system group	EMAPA:31564	TS20	TS28	developing vasculature of female mesonephros	EMAPA:31538	TS23	TS20
developing vasculature of the testis	EMAPA:29114	TS20	TS27	coelomic vessel	EMAPA:29122	TS27	TS20
developing vasculature of the testis	EMAPA:29114	TS20	TS27	interstitial vessel	EMAPA:29130	TS27	TS20
developing vasculature of urinary system group	EMAPA:31563	TS20	TS28	renal vasculature	EMAPA:28457	TS28	TS21
developing vasculature of urinary system group	EMAPA:31563	TS20	TS28	developing vasculature of urogenital sinus	EMAPA:31532	TS21	TS20
developing vasculature of urinary system group	EMAPA:31563	TS20	TS28	developing vasculature of primitive bladder	EMAPA:31539	TS21	TS20
developing vasculature of urinary system group	EMAPA:31563	TS20	TS28	ureteral vasculature	EMAPA:30850	TS28	TS20
developing vasculature of urinary system group	EMAPA:31563	TS20	TS28	developing vasculature of metanephros	EMAPA:27794	TS21	TS20
developing vasculature of vagina	EMAPA:31229	TS24	TS27	developing vasculature of lower part of vagina	EMAPA:31224	TS27	TS24
developing vasculature of vagina	EMAPA:31229	TS24	TS27	developing vasculature of upper part of vagina	EMAPA:31219	TS27	TS24
developing vasculature system of epididymis	EMAPA:31235	TS24	TS27	developing vasculature of cauda epididymis	EMAPA:31194	TS27	TS24
developing vasculature system of epididymis	EMAPA:31235	TS24	TS27	developing vasculature of corpus epididymis	EMAPA:31199	TS27	TS24
developing vasculature system of epididymis	EMAPA:31235	TS24	TS27	developing vasculature of caput epididymis	EMAPA:31204	TS27	TS24
diaphragm	EMAPA:17701	TS20	TS28	arcuate ligament	EMAPA:19236	TS26	TS26
diaphragm	EMAPA:17701	TS20	TS28	pleuro-peritoneal canal	EMAPA:17707	TS22	TS20
diaphragm	EMAPA:17701	TS20	TS28	pleuro-pericardial folds	EMAPA:17706	TS26	TS20
diaphragm	EMAPA:17701	TS20	TS28	crus of diaphragm	EMAPA:17703	TS26	TS21
diaphragm	EMAPA:17701	TS20	TS28	diaphragm mesothelium	EMAPA:18429	TS23	TS20
diaphragm	EMAPA:17701	TS20	TS28	diaphragm dome	EMAPA:18046	TS26	TS21
diaphragm	EMAPA:17701	TS20	TS28	pleuro-pericardial canal	EMAPA:17704	TS22	TS16
diaphragm	EMAPA:17701	TS20	TS28	pleuro-peritoneal membrane	EMAPA:17709	TS26	TS20
diaphragm	EMAPA:17701	TS20	TS28	diaphragm central tendon	EMAPA:17702	TS26	TS20
diaphragm dome	EMAPA:18046	TS21	TS26	diaphragm right dome	EMAPA:25048	TS26	TS21
diaphragm dome	EMAPA:18046	TS21	TS26	diaphragm left dome	EMAPA:25047	TS26	TS21
diencephalon	EMAPA:16896	TS17	TS28	diencephalon internal capsule	EMAPA:18206	TS26	TS22
diencephalon	EMAPA:16896	TS17	TS28	diencephalon lateral wall	EMAPA:16905	TS26	TS17
diencephalon	EMAPA:16896	TS17	TS28	anterior commissure	EMAPA:19038	TS28	TS25
diencephalon	EMAPA:16896	TS17	TS28	diencephalon roof plate	EMAPA:16909	TS26	TS17
diencephalon	EMAPA:16896	TS17	TS28	diencephalon ventricular layer	EMAPA:32710	TS28	TS17
diencephalon	EMAPA:16896	TS17	TS28	mammillary body	EMAPA:35542	TS28	TS27
diencephalon	EMAPA:16896	TS17	TS28	diencephalon floor plate	EMAPA:16903	TS26	TS17
diencephalon	EMAPA:16896	TS17	TS28	diencephalon marginal layer	EMAPA:32709	TS26	TS20
diencephalon	EMAPA:16896	TS17	TS28	hypothalamus	EMAPA:17536	TS28	TS20
diencephalon	EMAPA:16896	TS17	TS28	epithalamus	EMAPA:17532	TS28	TS20
diencephalon	EMAPA:16896	TS17	TS28	pituitary gland	EMAPA:35998	TS28	TS20
diencephalon	EMAPA:16896	TS17	TS28	diencephalon gland	EMAPA:16897	TS28	TS17
diencephalon	EMAPA:16896	TS17	TS28	diencephalon meninges	EMAPA:17764	TS28	TS21
diencephalon	EMAPA:16896	TS17	TS28	diencephalon lamina terminalis	EMAPA:16904	TS26	TS17
diencephalon	EMAPA:16896	TS17	TS28	thalamus	EMAPA:17540	TS28	TS20
diencephalon	EMAPA:16896	TS17	TS28	3rd ventricle	EMAPA:16900	TS28	TS17
diencephalon	EMAPA:16896	TS17	TS28	future neurohypophysis	EMAPA:16647	TS19	TS15
diencephalon	EMAPA:16896	TS17	TS28	diencephalon mantle layer	EMAPA:32718	TS26	TS20
diencephalon lateral wall	EMAPA:16905	TS17	TS26	diencephalon lateral wall mantle layer	EMAPA:16906	TS26	TS17
diencephalon lateral wall	EMAPA:16905	TS17	TS26	diencephalon lateral wall ventricular layer	EMAPA:16908	TS26	TS17
diencephalon lateral wall	EMAPA:16905	TS17	TS26	diencephalon lateral wall marginal layer	EMAPA:16907	TS26	TS17
diencephalon meninges	EMAPA:17764	TS21	TS28	diencephalon arachnoid mater	EMAPA:17765	TS28	TS21
diencephalon meninges	EMAPA:17764	TS21	TS28	diencephalon pia mater	EMAPA:17767	TS28	TS21
diencephalon meninges	EMAPA:17764	TS21	TS28	diencephalon subarachnoid space	EMAPA:19053	TS26	TS21
diencephalon meninges	EMAPA:17764	TS21	TS28	diencephalon dura mater	EMAPA:17766	TS28	TS21
diencephalon subarachnoid space	EMAPA:19053	TS21	TS26	diencephalon cisterna chiasmatica	EMAPA:19057	TS26	TS25
digit mesenchyme	EMAPA:32719	TS20	TS28	phalanx cartilage condensation	EMAPA:32721	TS22	TS22
digit mesenchyme	EMAPA:32719	TS20	TS28	phalanx pre-cartilage condensation	EMAPA:32720	TS21	TS21
distal genital tubercle of female	EMAPA:30484	TS21	TS24	surface epithelium of distal genital tubercle of female	EMAPA:30490	TS24	TS21
distal genital tubercle of female	EMAPA:30484	TS21	TS24	mesenchyme of distal genital tubercle of female	EMAPA:30487	TS24	TS21
distal genital tubercle of male	EMAPA:29205	TS21	TS22	mesenchyme of distal genital tubercle of male	EMAPA:29207	TS22	TS21
distal genital tubercle of male	EMAPA:29205	TS21	TS22	surface epithelium of distal genital tubercle of male	EMAPA:29209	TS22	TS21
distal straight tubule of renal cortex	EMAPA:28396	TS25	TS28	postmacula segment of distal straight tubule	EMAPA:28402	TS28	TS25
distal straight tubule of renal cortex	EMAPA:28396	TS25	TS28	macula densa	EMAPA:28399	TS28	TS25
distal straight tubule of renal cortex	EMAPA:28396	TS25	TS28	premacula segment of distal straight tubule of renal cortex	EMAPA:31379	TS28	TS25
dorsal aorta	EMAPA:16204	TS12	TS22	right dorsal aorta	EMAPA:16206	TS22	TS12
dorsal aorta	EMAPA:16204	TS12	TS22	abdominal aorta	EMAPA:17856	TS28	TS21
dorsal aorta	EMAPA:16204	TS12	TS22	left dorsal aorta	EMAPA:16205	TS22	TS12
dorsal aorta	EMAPA:16204	TS12	TS22	common dorsal aorta	EMAPA:16327	TS22	TS13
dorsal mesocardium	EMAPA:16213	TS12	TS28	transverse pericardial sinus	EMAPA:16214	TS28	TS12
dorsal mesogastrium	EMAPA:17025	TS17	TS28	lieno-renal ligament	EMAPA:18286	TS28	TS22
dorsal mesogastrium	EMAPA:17025	TS17	TS28	gastro-splenic ligament	EMAPA:18285	TS28	TS22
dorsal mesogastrium	EMAPA:17025	TS17	TS28	greater omentum	EMAPA:18660	TS28	TS23
dorsal mesogastrium	EMAPA:17025	TS17	TS28	splenic primordium	EMAPA:18659	TS23	TS22
dorsal pancreatic duct	EMAPA:32953	TS20	TS28	dorsal pancreatic duct of pancreas body	EMAPA:17505	TS26	TS20
dorsal pancreatic duct	EMAPA:32953	TS20	TS28	dorsal pancreatic duct of pancreas tail	EMAPA:17512	TS26	TS20
dorsal prostate gland	EMAPA:29808	TS28	TS28	dorsal prostatic interstitium	EMAPA:29816	TS28	TS28
dorsal prostate gland	EMAPA:29808	TS28	TS28	dorsal prostatic epithelium	EMAPA:29810	TS28	TS28
dorsal prostatic epithelium	EMAPA:29810	TS28	TS28	glandular epithelium of dorsal prostate	EMAPA:29812	TS28	TS28
dorsal prostatic epithelium	EMAPA:29810	TS28	TS28	basal epithelium of dorsal prostate	EMAPA:29814	TS28	TS28
dorsal prostatic interstitium	EMAPA:29816	TS28	TS28	rest of interstitium of dorsal prostate	EMAPA:29820	TS28	TS28
dorsal prostatic interstitium	EMAPA:29816	TS28	TS28	smooth muscle of dorsal prostate	EMAPA:29818	TS28	TS28
dorsal root ganglion	EMAPA:16668	TS15	TS28	L3 dorsal root ganglion	EMAPA:25166	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T11 dorsal root ganglion	EMAPA:25184	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	S4 dorsal root ganglion	EMAPA:25173	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	C2 dorsal root ganglion	EMAPA:25155	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	L1 dorsal root ganglion	EMAPA:25164	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T9 dorsal root ganglion	EMAPA:25182	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	S2 dorsal root ganglion	EMAPA:25171	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T6 dorsal root ganglion	EMAPA:25178	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	C6 dorsal root ganglion	EMAPA:25159	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T7 dorsal root ganglion	EMAPA:25180	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	L6 dorsal root ganglion	EMAPA:25169	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	C4 dorsal root ganglion	EMAPA:25157	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T3 dorsal root ganglion	EMAPA:25176	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	L4 dorsal root ganglion	EMAPA:25167	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T12 dorsal root ganglion	EMAPA:25185	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T1 dorsal root ganglion	EMAPA:25174	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	C3 dorsal root ganglion	EMAPA:25156	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	L2 dorsal root ganglion	EMAPA:25165	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T10 dorsal root ganglion	EMAPA:25183	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	S3 dorsal root ganglion	EMAPA:25172	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	C1 dorsal root ganglion	EMAPA:25144	TS26	TS15
dorsal root ganglion	EMAPA:16668	TS15	TS28	C7 dorsal root ganglion	EMAPA:25160	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T8 dorsal root ganglion	EMAPA:25181	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	S1 dorsal root ganglion	EMAPA:25170	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T4 dorsal root ganglion	EMAPA:25177	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	C5 dorsal root ganglion	EMAPA:25158	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T5 dorsal root ganglion	EMAPA:25179	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	L5 dorsal root ganglion	EMAPA:25168	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T13 dorsal root ganglion	EMAPA:25186	TS26	TS26
dorsal root ganglion	EMAPA:16668	TS15	TS28	T2 dorsal root ganglion	EMAPA:25175	TS26	TS26
dorsal thalamus	EMAPA:35295	TS27	TS28	intralaminar thalamic group	EMAPA:35445	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	midline thalamic group	EMAPA:35573	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	anterior thalamic group	EMAPA:35132	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	geniculate thalamic group	EMAPA:35376	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	ventral posterior thalamic group	EMAPA:35912	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	medial dorsal thalamic nucleus	EMAPA:35544	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	lateral thalamic group	EMAPA:35487	TS28	TS27
dorsal thalamus	EMAPA:35295	TS27	TS28	posterior thalamic group	EMAPA:35697	TS28	TS28
dorsal thalamus	EMAPA:35295	TS27	TS28	dorsal thalamus medial thalamic group	EMAPA:35296	TS28	TS27
dorsal thalamus medial thalamic group	EMAPA:35296	TS27	TS28	basal ventral medial thalamic nucleus	EMAPA:35165	TS28	TS27
dorsal thalamus medial thalamic group	EMAPA:35296	TS27	TS28	central medial thalamic nucleus	EMAPA:35206	TS28	TS28
ductus deferens	EMAPA:18681	TS23	TS28	nerve of ductus deferens	EMAPA:35049	TS28	TS27
ductus deferens	EMAPA:18681	TS23	TS28	developing vasculature of ductus deferens	EMAPA:31188	TS27	TS23
ductus deferens	EMAPA:18681	TS23	TS28	ductus deferens blood vessel	EMAPA:35298	TS28	TS28
ductus deferens	EMAPA:18681	TS23	TS28	muscle layer of ductus deferens	EMAPA:29270	TS28	TS24
ductus deferens	EMAPA:18681	TS23	TS28	outer layer of ductus deferens	EMAPA:30751	TS27	TS26
ductus deferens	EMAPA:18681	TS23	TS28	vasculature of ductus deferens	EMAPA:30793	TS28	TS28
ductus deferens	EMAPA:18681	TS23	TS28	epithelium of ductus deferens	EMAPA:29274	TS28	TS23
ductus deferens	EMAPA:18681	TS23	TS28	ductus deferens longitudinal muscle layer	EMAPA:35300	TS28	TS28
ductus deferens	EMAPA:18681	TS23	TS28	ductus deferens circular muscle layer	EMAPA:35299	TS28	TS28
ductus deferens	EMAPA:18681	TS23	TS28	adventitia of ductus deferens	EMAPA:29767	TS28	TS28
ductus reuniens	EMAPA:17287	TS19	TS28	ductus reuniens epithelium	EMAPA:17289	TS26	TS19
ductus reuniens	EMAPA:17287	TS19	TS28	ductus reuniens mesenchyme	EMAPA:17288	TS26	TS19
duodenum	EMAPA:18852	TS18	TS28	duodenum submucosa	EMAPA:27239	TS28	TS24
duodenum	EMAPA:18852	TS18	TS28	foregut-midgut junction duodenum	EMAPA:18661	TS23	TS23
duodenum	EMAPA:18852	TS18	TS28	midgut duodenum	EMAPA:17193	TS23	TS18
duodenum	EMAPA:18852	TS18	TS28	duodenum lumen	EMAPA:19080	TS26	TS24
duodenum	EMAPA:18852	TS18	TS28	duodenum mucosa	EMAPA:27235	TS28	TS23
duodenum	EMAPA:18852	TS18	TS28	duodenum epithelium	EMAPA:19078	TS28	TS18
duodenum	EMAPA:18852	TS18	TS28	duodenum muscularis	EMAPA:27243	TS28	TS24
duodenum	EMAPA:18852	TS18	TS28	duodenum vascular element	EMAPA:19083	TS26	TS18
duodenum	EMAPA:18852	TS18	TS28	foregut duodenum	EMAPA:17178	TS23	TS18
duodenum	EMAPA:18852	TS18	TS28	duodenum mesentery	EMAPA:19081	TS28	TS24
duodenum	EMAPA:18852	TS18	TS28	duodenal papilla	EMAPA:18662	TS26	TS23
duodenum	EMAPA:18852	TS18	TS28	duodenum serosa	EMAPA:27247	TS28	TS24
duodenum	EMAPA:18852	TS18	TS28	sphincter of Oddi	EMAPA:18663	TS26	TS23
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part lumen	EMAPA:18390	TS23	TS18
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part serosa	EMAPA:27101	TS23	TS23
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part submucosa	EMAPA:27097	TS23	TS23
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part epithelium	EMAPA:17196	TS23	TS18
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part mesentery	EMAPA:17197	TS23	TS18
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part mesenchyme	EMAPA:17195	TS22	TS18
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part mucosa	EMAPA:27095	TS23	TS23
duodenum caudal part	EMAPA:17194	TS18	TS23	duodenum caudal part muscularis	EMAPA:27099	TS23	TS23
